week,country,channel,installs,roas_w0,roas_w1,roas_w2,roas_w3,roas_w4,roas_w5,roas_w6,lifetime_value_w0,lifetime_value_w4,lifetime_value_w1,lifetime_value_w2,lifetime_value_w3,lifetime_value_w5,lifetime_value_w6,lifetime_value_ad_w0,lifetime_value_ad_w1,lifetime_value_ad_w2,lifetime_value_ad_w3,lifetime_value_ad_w4,lifetime_value_ad_w5,lifetime_value_ad_w6,lifetime_value_iap_w0,lifetime_value_iap_w1,lifetime_value_iap_w2,lifetime_value_iap_w3,lifetime_value_iap_w4,lifetime_value_iap_w5,lifetime_value_iap_w6,ecpi,trial started_w0_events_cost_cohort,cost_per_paying_user_d0
2024-12-09,Zimbabwe,Google Ads,5,1.4733,1.4733,1.4733,1.4733,1.4733,1.4733,1.4733,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0586,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0398,0.0,0.0
2024-12-09,Zimbabwe,Organic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Albania,Google Ads,14,0.8094,0.8094,0.8094,0.9945,1.0727,1.0727,1.0727,0.0509,0.0674,0.0509,0.0509,0.0625,0.0674,0.0674,0.0509,0.0509,0.0509,0.0625,0.0674,0.0674,0.0674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0629,0.0,0.0
2024-12-16,Algeria,Google Ads,15,1.0498,1.0498,1.0498,1.0498,1.0498,1.0498,1.0585,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0163,0.0161,0.0161,0.0161,0.0161,0.0161,0.0161,0.0163,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0154,0.0,0.0
2024-12-16,Algeria,Organic,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0116,0.0443,0.0116,0.0443,0.0443,0.0443,0.0443,0.0116,0.0116,0.0443,0.0443,0.0443,0.0443,0.0443,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,American Samoa,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0943,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Angola,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.0,0.0
2024-12-16,Angola,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.022,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Antigua And Barbuda,Google Ads,2,0.4867,0.4867,0.4867,0.4867,0.4867,0.4867,0.4867,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0165,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0339,0.0,0.0
2024-12-16,Argentina,Google Ads,32,0.4753,0.5153,0.5181,0.5181,0.5181,0.5181,0.5181,0.0282,0.0307,0.0305,0.0307,0.0307,0.0307,0.0307,0.0282,0.0305,0.0307,0.0307,0.0307,0.0307,0.0307,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0592,1.8956,0.0
2024-12-16,Argentina,Organic,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0191,0.02,0.0192,0.02,0.02,0.02,0.02,0.0191,0.0192,0.02,0.02,0.02,0.02,0.02,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Armenia,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.1264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Aruba,Google Ads,1,0.0109,0.0109,0.0109,0.0109,0.0109,0.0109,0.0109,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0012,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1101,0.0,0.0
2024-12-16,Australia,Google Ads,456,0.5298,0.6851,0.8453,0.961,1.1342,1.1435,1.2282,0.4637,0.9926,0.5995,0.7397,0.841,1.0007,1.0748,0.2859,0.2934,0.3051,0.3133,0.3254,0.3335,0.3375,0.1778,0.3061,0.4346,0.5277,0.6672,0.6672,0.7373,0.8751,11.085,399.0596
2024-12-16,Australia,Organic,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7826,2.1076,1.4477,2.1076,2.1076,2.1076,2.1076,0.1192,0.1234,0.1234,0.1234,0.1234,0.1234,0.1234,0.6634,1.3244,1.9842,1.9842,1.9842,1.9842,1.9842,0.0,0.0,0.0
2024-12-16,Austria,Google Ads,2,0.1921,0.1921,0.1921,0.1921,0.1921,0.1921,0.1921,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0718,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3741,0.0,0.0
2024-12-16,Austria,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Azerbaijan,Organic,10,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0427,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Bahamas,Google Ads,4,1.3199,1.3199,1.3199,1.3199,1.3199,1.3199,1.3199,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.1204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0912,0.0,0.0
2024-12-16,Bahrain,Google Ads,3,0.5825,0.5825,0.5825,0.5825,0.5825,0.5825,0.5825,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1008,0.0,0.0
2024-12-16,Bahrain,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.2181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Bangladesh,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Barbados,Google Ads,7,1.3821,1.3821,1.3821,1.6537,1.6537,1.6537,1.6537,0.0547,0.0654,0.0547,0.0547,0.0654,0.0654,0.0654,0.0547,0.0547,0.0547,0.0654,0.0654,0.0654,0.0654,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0396,0.0,0.0
2024-12-16,Barbados,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.077,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Belarus,Google Ads,1,0.1804,0.1804,0.1804,0.1804,0.1804,0.1804,0.1804,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.0
2024-12-16,Belarus,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2317,0.2649,0.2317,0.2649,0.2649,0.2832,0.3374,0.2317,0.2317,0.2649,0.2649,0.2649,0.2832,0.3374,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Belgium,Google Ads,5,0.074,0.074,0.074,0.074,0.074,0.074,0.074,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0304,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4108,0.0,0.0
2024-12-16,Belgium,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1368,0.1504,0.1497,0.1497,0.1497,0.1542,0.1578,0.1368,0.1497,0.1497,0.1497,0.1504,0.1542,0.1578,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Belize,Google Ads,3,0.3686,0.3686,0.3686,0.3686,0.3686,0.3686,0.3686,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0237,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0644,0.0,0.0
2024-12-16,Benin,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Bermuda,Google Ads,2,5.459,22.0115,22.807,22.807,22.807,22.807,22.807,0.1475,0.6164,0.595,0.6164,0.6164,0.6164,0.6164,0.1475,0.595,0.6164,0.6164,0.6164,0.6164,0.6164,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027,0.0,0.0
2024-12-16,"Bolivia, Plurinational State Of",Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,"Bolivia, Plurinational State Of",Organic,49,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0058,0.0062,0.006,0.006,0.0061,0.0079,0.008,0.0058,0.006,0.006,0.0061,0.0062,0.0079,0.008,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,"Bonaire, Saint Eustatius And Saba",Google Ads,1,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.4646,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0181,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.039,0.0,0.0
2024-12-16,Bosnia & Herzegovina,Google Ads,9,0.9899,1.0168,1.0625,1.0625,1.0625,1.0625,1.0625,0.0459,0.0493,0.0472,0.0493,0.0493,0.0493,0.0493,0.0459,0.0472,0.0493,0.0493,0.0493,0.0493,0.0493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0464,0.0,0.0
2024-12-16,Botswana,Google Ads,14,0.493,0.493,0.493,0.493,0.493,0.493,0.493,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0204,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0414,0.0,0.0
2024-12-16,Botswana,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Brazil,Google Ads,33,0.1613,0.1631,0.1631,0.1631,0.1631,0.1631,0.1631,0.0168,0.017,0.017,0.017,0.017,0.017,0.017,0.0168,0.017,0.017,0.017,0.017,0.017,0.017,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,3.4327,0.0
2024-12-16,Brazil,Google Organic Search,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0199,0.017,0.017,0.0199,0.0199,0.0199,0.017,0.017,0.017,0.0199,0.0199,0.0199,0.0199,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Brazil,Organic,299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0306,0.0303,0.0305,0.0305,0.0313,0.0314,0.0294,0.0303,0.0305,0.0305,0.0306,0.0313,0.0314,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Brunei Darussalam,Google Ads,3,0.076,0.076,0.076,0.076,0.076,0.076,0.076,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.005,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0662,0.0,0.0
2024-12-16,Bulgaria,Google Ads,8,0.3406,0.3772,0.4036,0.4036,0.4036,0.4036,0.4036,0.032,0.0379,0.0354,0.0379,0.0379,0.0379,0.0379,0.032,0.0354,0.0379,0.0379,0.0379,0.0379,0.0379,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0938,0.0,0.0
2024-12-16,Burkina Faso,Google Ads,1,7.9545,7.9545,7.9545,7.9545,7.9545,7.9545,7.9545,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.3046,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0383,0.0,0.0
2024-12-16,Burkina Faso,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0024,0.0,0.0024,0.0024,0.0024,0.0024,0.0,0.0,0.0024,0.0024,0.0024,0.0024,0.0024,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Cambodia,Google Ads,2,1.2381,1.2381,1.2381,1.2381,1.2381,1.2381,1.2381,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.069,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0557,0.0,0.0
2024-12-16,Cameroon,Google Ads,1,11.7815,11.7863,11.7863,11.7863,11.7863,11.7863,11.7863,1.2257,1.2262,1.2262,1.2262,1.2262,1.2262,1.2262,1.2257,1.2262,1.2262,1.2262,1.2262,1.2262,1.2262,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.104,0.0,0.0
2024-12-16,Cameroon,Organic,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0,0.0,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Canada,Google Ads,1144,0.5851,0.7162,0.8114,0.905,0.9972,1.1077,1.1747,0.383,0.6528,0.4688,0.5312,0.5924,0.7251,0.769,0.2343,0.2503,0.2568,0.2623,0.2667,0.2695,0.272,0.1487,0.2185,0.2744,0.3301,0.3861,0.4556,0.497,0.6546,9.854,0.0
2024-12-16,Canada,Organic,68,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2307,0.2635,0.2338,0.236,0.238,0.2733,0.2766,0.2307,0.2338,0.236,0.238,0.2635,0.2733,0.2766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Chad,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Chile,Organic,24,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0325,0.0337,0.0325,0.033,0.0337,0.0337,0.0337,0.0325,0.0325,0.033,0.0337,0.0337,0.0337,0.0337,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,China,Google Ads,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2029,0.0,0.0
2024-12-16,Colombia,Google Ads,11,0.3892,0.3892,0.3892,0.3892,0.3892,0.3892,0.3892,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0141,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0362,0.0,0.0
2024-12-16,Colombia,Organic,34,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0207,0.021,0.021,0.021,0.021,0.0211,0.0212,0.0207,0.021,0.021,0.021,0.021,0.0211,0.0212,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Cook Islands,Google Ads,1,5.6611,5.6611,5.6611,5.6611,5.6611,5.6611,5.6611,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0283,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.005,0.0,0.0
2024-12-16,Costa Rica,Google Organic Search,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0926,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Costa Rica,Organic,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.322,0.3233,0.3232,0.3232,0.3233,0.3233,0.3238,0.0144,0.0156,0.0156,0.0157,0.0157,0.0157,0.0163,0.3075,0.3075,0.3075,0.3075,0.3075,0.3075,0.3075,0.0,0.0,0.0
2024-12-16,Cote d'Ivoire,Organic,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0127,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Croatia,Google Ads,7,0.7036,0.7303,0.7303,0.7303,0.7303,0.7303,0.7303,0.0628,0.0652,0.0652,0.0652,0.0652,0.0652,0.0652,0.0628,0.0652,0.0652,0.0652,0.0652,0.0652,0.0652,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0893,0.6251,0.0
2024-12-16,Croatia,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Cuba,Google Ads,23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0078,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Cuba,Organic,12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0002,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Curacao,Google Ads,3,6.8869,6.8869,6.8869,6.8869,6.8869,6.8869,6.8869,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.1674,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0243,0.0,0.0
2024-12-16,Cyprus,Google Ads,5,0.1927,0.1927,0.1927,0.1927,0.1927,0.2114,0.2114,0.0386,0.0386,0.0386,0.0386,0.0386,0.0423,0.0423,0.0386,0.0386,0.0386,0.0386,0.0386,0.0423,0.0423,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2001,0.0,0.0
2024-12-16,Cyprus,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Czech Republic,Google Ads,10,0.1922,0.2736,0.3115,0.3115,0.3115,0.3115,0.3115,0.0181,0.0294,0.0258,0.0294,0.0294,0.0294,0.0294,0.0181,0.0258,0.0294,0.0294,0.0294,0.0294,0.0294,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0943,0.0,0.0
2024-12-16,Czech Republic,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0409,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Democratic Republic Of Congo,Organic,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0582,0.0587,0.0585,0.0585,0.0587,0.0587,0.0587,0.0582,0.0585,0.0585,0.0587,0.0587,0.0587,0.0587,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Djibouti,Google Ads,1,5.2533,5.2533,5.2533,5.2533,5.2533,5.2533,5.2533,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.1454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0277,0.0,0.0
2024-12-16,Dominica,Google Ads,1,0.2446,0.2446,0.2446,0.2446,0.2446,0.2446,0.2446,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0072,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0294,0.0,0.0
2024-12-16,Dominican Republic,Google Ads,3,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0338,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0067,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1991,0.0,0.0
2024-12-16,Dominican Republic,Organic,14,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0179,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0179,0.0192,0.0192,0.0192,0.0192,0.0192,0.0192,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Ecuador,Organic,18,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0219,0.0322,0.03,0.0315,0.0322,0.0322,0.0322,0.0219,0.03,0.0315,0.0322,0.0322,0.0322,0.0322,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Egypt,Google Ads,27,1.1816,1.223,1.223,1.399,1.399,1.399,1.399,0.0408,0.0483,0.0422,0.0422,0.0483,0.0483,0.0483,0.0408,0.0422,0.0422,0.0483,0.0483,0.0483,0.0483,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0345,0.0,0.0
2024-12-16,Egypt,Organic,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.1063,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,El Salvador,Organic,6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.066,0.071,0.0683,0.0692,0.071,0.071,0.071,0.066,0.0683,0.0692,0.071,0.071,0.071,0.071,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Estonia,Google Ads,2,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0346,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0042,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1228,0.0,0.0
2024-12-16,Ethiopia,Organic,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0165,0.0165,0.0165,0.0165,0.0165,0.0168,0.0168,0.0165,0.0165,0.0165,0.0165,0.0165,0.0168,0.0168,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Fiji,Google Ads,2,6.0717,6.0981,6.0981,6.0981,6.0981,6.0981,6.0981,0.1034,0.1039,0.1039,0.1039,0.1039,0.1039,0.1039,0.1034,0.1039,0.1039,0.1039,0.1039,0.1039,0.1039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.017,0.0,0.0
2024-12-16,Finland,Google Ads,3,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0837,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0233,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2778,0.0,0.0
2024-12-16,Finland,Organic,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,France,Google Ads,27,0.9658,0.9835,0.9895,0.9895,0.9895,0.993,0.993,0.093,0.0952,0.0947,0.0952,0.0952,0.0956,0.0956,0.093,0.0947,0.0952,0.0952,0.0952,0.0956,0.0956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0963,0.0,0.0
2024-12-16,France,Organic,109,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0554,0.0642,0.0601,0.0623,0.063,0.0651,0.0688,0.0554,0.0601,0.0623,0.063,0.0642,0.0651,0.0688,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Gabon,Google Ads,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0044,0.0,0.0
2024-12-16,Gabon,Organic,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.3369,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
2024-12-16,Gambia,Google Ads,1,1.2531,1.2531,1.2531,1.2531,1.2531,1.2531,1.2531,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0773,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0617,0.0617,0.0
